parameter_combination_string,num_exp,hyperparameter_different,hyperparameter_same,hyperparameter_different_rel,val_train_descriptives_ks_statistic_mean_stratified,val_train_descriptives_ks_statistic_sd_stratified,val_train_descriptives_ks_statistic_mean_unstratified,val_train_descriptives_ks_statistic_sd_unstratified,val_train_descriptives_ks_statistic_mean_diff,val_train_descriptives_p_value_mean_stratified,val_train_descriptives_p_value_sd_stratified,val_train_descriptives_p_value_mean_unstratified,val_train_descriptives_p_value_sd_unstratified,val_train_descriptives_p_value_mean_diff,val_train_descriptives_intersection_area_mean_stratified,val_train_descriptives_intersection_area_sd_stratified,val_train_descriptives_intersection_area_mean_unstratified,val_train_descriptives_intersection_area_sd_unstratified,val_train_descriptives_intersection_area_mean_diff,RandomSearch_Mean_Val_MSE_unstratified,RandomSearch_Mean_Val_MSE_stratified,RandomSearch_Mean_Val_SD_unstratified,RandomSearch_Mean_Val_SD_stratified,RandomSearch_Mean_Val_MSE_diff,error_estimator_mean_stratified,error_estimator_sd_stratified,error_estimator_mean_unstratified,error_estimator_sd_unstratified,error_estimator_mean_diff,num_unique_stratified,counts_stratified,num_unique_unstratified,counts_unstratifed
rf_log_200_10_0,200,139,61,0.695,0.0469875,0.0015761153026464106,0.1507875,0.023111562373120363,-0.10379999999999999,0.999996631685523,1.1776944058377184e-06,0.5014258049668365,0.1467316458665185,0.49857082671868647,0.9304283401252386,0.010231119584270419,0.8652177898909335,0.021034761427384144,0.06521055023430511,0.0567104061384285,0.05519708011479288,0.012319207718847171,0.01019855408930249,-0.0015133260236356236,-0.0016985861617714385,0.05543365914058497,-0.0024552491735892533,0.05621581973828764,0.0007566630118178148,[0 1 2 3 4 5],[ 1 12 51 62 49 25],[0 1 2 3 4 5],[ 1 24 41 60 38 36]
rf_log_200_10_3,200,172,28,0.86,0.047225,0.0017280569737490171,0.14658125000000002,0.024659896867282816,-0.09935625000000002,0.9999964673801932,1.2523982143800228e-06,0.5309060601607818,0.15607768928503551,0.4690904072194114,0.9422357570979982,0.008879112042169242,0.8773634000260992,0.020491388655451845,0.06487235707189898,0.04711460028117719,0.04650161472700117,0.00700200177470057,0.005770409860117756,-0.000612985554176021,-0.00042033356962558856,0.046593066218246756,-0.0007268263467135984,0.04689577958305954,0.0003064927770880099,[0 1 2 3 4 5],[23 55 43 31 26 22],[0 1 2 3 4 5],[14 46 56 32 25 27]
rf_log_1000_5_0,200,128,72,0.64,0.004999999999999999,3.478153231519548e-18,0.06830750000000001,0.010229026525937924,-0.0633075,1.0,0.0,0.4972460366019093,0.14262193259180705,0.5027539633980906,0.9718232025311402,0.003163276525045926,0.9331930610084609,0.008127592230449428,0.038630141522679295,0.03089650380664401,0.030473758403575756,0.0035502065846429232,0.0018004673800288628,-0.00042274540306825453,-0.0007167119320378769,0.031148932980573082,-0.000928084633572005,0.03135758705431184,0.00021137270153412813,[0 1 2 3],[ 10 101  72  17],[0 1 2 3 4 5],[ 10 111  60  16   2   1]
rf_log_1000_5_3,200,159,41,0.795,0.004999999999999999,3.478153231519548e-18,0.06779249999999999,0.01076791221254545,-0.06279249999999999,1.0,0.0,0.5072960326193724,0.14386360724726716,0.4927039673806276,0.9777201171227929,0.0024649720146685075,0.9370069503305686,0.008497989751115001,0.040713166792224365,0.037309381271058484,0.03709563936924605,0.0024368813181897884,0.0017936829326841571,-0.0002137419018124337,-0.00021506103137302742,0.03705586694695625,-0.0003219319822792418,0.037164248195539845,0.00010687095090621438,[0 1 2 3 4],[75 99 22  3  1],[0 1 2 3 4],[80 99 18  2  1]
rf_log_1000_10_0,200,132,68,0.66,0.0099875,5.462296533243637e-05,0.0660925,0.010168285939366752,-0.056105,1.0,0.0,0.5294602115073871,0.14590204523647152,0.4705397884926129,0.9709567500559515,0.00305148170903825,0.93495064326871,0.008689236242658703,0.036006106787241476,0.031228854119501125,0.030865683300825834,0.003285193608906921,0.0022682843162691126,-0.0003631708186752902,-0.000953681137162916,0.03135198144712415,-0.001135266546500561,0.03152865698690172,0.000181585409337645,[0 1 2 3 4 5],[  4 106  66  14   6   4],[0 1 2 3 4 5],[  9 107  60  18   4   2]
rf_log_1000_10_3,200,161,39,0.805,0.009983749999999998,6.667582642266761e-05,0.06772375,0.010529314114227974,-0.05774,1.0,0.0,0.5070031416826712,0.14787434023882717,0.49299685831732876,0.9769969462038225,0.0023259787865203036,0.9375915968345325,0.008579432158017304,0.039405349369289966,0.0375223803213116,0.03736652233987061,0.0033300723915707185,0.002378742817944316,-0.00015585798144099328,-0.0003527086914353049,0.037192385308505854,-0.0004306376821558013,0.037275461168658944,7.792899072049637e-05,[0 1 2 3 4 5],[78 99 16  4  2  1],[0 1 2 3 4],[77 97 19  6  1]
rf_sqrt_200_5_0,200,128,72,0.64,0.025,1.739076615759774e-17,0.146125,0.021526613772317117,-0.12112500000000001,1.0,0.0,0.5288618939840408,0.13865726823909216,0.4711381060159592,0.9526875978207597,0.006731177051406546,0.8797613736388601,0.01901253213850492,0.07292622418189965,0.14877967077612467,0.14463591525067296,0.018213736975310924,0.009245190699416797,-0.004143755525451709,-0.004875651038211483,0.14495150739569823,-0.0069475288009373404,0.1470086041054529,0.002071877762725857,[0 1 2 3 4],[23 59 66 30 22],[0 1 2 3 4 5],[ 2 21 54 63 35 25]
rf_sqrt_200_5_3,200,180,20,0.9,0.025,1.739076615759774e-17,0.14583749999999998,0.022229357060577194,-0.12083749999999999,1.0,0.0,0.5309683733437889,0.14669258052319217,0.4690316266562111,0.9556465757713647,0.006401478462963771,0.8834254810852015,0.01751004393007038,0.07222109468616322,0.2231970207416634,0.22005153938884545,0.019326525804354663,0.013180417968479796,-0.003145481352817947,-0.002587726071047743,0.21934832943847696,-0.004160466747456689,0.22093759105486838,0.0015727406764089462,[0 1 2 3 4 5],[18 60 59 32 18 13],[0 1 2 3 4 5],[21 52 54 37 17 19]
rf_sqrt_200_10_0,200,121,79,0.605,0.04713125,0.0016232716939755688,0.14778125,0.023664530652274994,-0.10065,0.9999965241209648,1.1904808944156702e-06,0.5200980596580713,0.14937250195405108,0.4798984644628935,0.9488554541247438,0.007281455213337987,0.8812640997124087,0.019698585951378727,0.0675913544123351,0.14690223330360294,0.14346952530292792,0.01510994342608092,0.009726512675820278,-0.003432708000675022,-0.0041271748400889706,0.14450516100268454,-0.005843528840426474,0.14621452653723127,0.0017163540003375033,[0 1 2 3 4],[15 61 60 43 21],[0 1 2 3 4 5],[ 1 25 57 54 42 21]
rf_sqrt_200_10_3,200,172,28,0.86,0.04709375,0.0017133523627950787,0.15008749999999998,0.02442829664826589,-0.10299375,0.999996558127714,1.2536809094907703e-06,0.5099387651072655,0.14381666346471292,0.4900577930204485,0.9517965571575686,0.005780695101768392,0.8820318384853553,0.0203758997376486,0.06976471867221334,0.22267776561894598,0.21960335479646456,0.023443674937792196,0.01833317903328491,-0.003074410822481416,-0.0020479231317322693,0.21945251184367193,-0.0035851285429729755,0.22101164513145377,0.0015372054112407062,[0 1 2 3 4 5],[18 49 56 34 24 19],[0 1 2 3 4 5],[15 52 59 43 16 15]
rf_sqrt_1000_5_0,200,135,65,0.675,0.004999999999999999,3.478153231519548e-18,0.067355,0.010616586529941659,-0.062355,1.0,0.0,0.5121127073515952,0.15173097120234436,0.4878872926484048,0.9815744546747425,0.0018556682200699586,0.9392030644799854,0.009143793427747862,0.04237139019475711,0.07981147972142101,0.07925119976187818,0.004604555382388354,0.0024324893240704436,-0.0005602799595428309,-0.002733282070564095,0.08055324208540891,-0.0030134220503355066,0.08083622095622646,0.00028013997977141157,[0 1 2 3 4],[  6 115  60  17   2],[0 1 2 3 4],[  5 116  66  11   2]
rf_sqrt_1000_5_3,200,167,33,0.835,0.004999999999999999,3.478153231519548e-18,0.06759125,0.010554154957733911,-0.06259125,1.0,0.0,0.5079007160454326,0.14427345019756962,0.49209928395456737,0.9826791660161039,0.0014514672171360198,0.9400037337983704,0.009039691366689959,0.04267543221773351,0.17567563262139646,0.17501337925506139,0.007421195223916256,0.0056922485697364885,-0.0006622533663350749,-0.0013994893980306953,0.17438665625900795,-0.0017306160811982295,0.1747178086483392,0.0003311266831675342,[0 1 2 3 4],[ 56 113  29   1   1],[0 1 2 3],[ 48 123  24   5]
rf_sqrt_1000_10_0,200,139,61,0.695,0.009992499999999998,4.27538237732741e-05,0.06725249999999999,0.01049413541654116,-0.05725999999999999,1.0,0.0,0.5098536265136449,0.15136972216977934,0.49014637348635515,0.9808561396449977,0.0018310060642062708,0.9392494192544821,0.008816934719874195,0.041606720390515606,0.07984902379309765,0.07926378746049358,0.004494938735215501,0.0024980037848474222,-0.0005852363326040722,-0.0026901067918717893,0.08064881124872385,-0.002982724958173827,0.08095199322329792,0.0002926181663020378,[0 1 2 3 4],[  3 112  67  15   3],[0 1 2 3 4 5],[  4 109  60  22   4   1]
rf_sqrt_1000_10_3,200,159,41,0.795,0.009989999999999999,4.911273054420351e-05,0.06651375000000001,0.009688528596714093,-0.05652375000000001,1.0,0.0,0.5190258334187604,0.13821426985734978,0.4809741665812396,0.9819606343731309,0.0015697028707798127,0.9405237375362684,0.008106185891118839,0.04143689683686247,0.1764141378447488,0.1757433339601748,0.00737289337680974,0.005403415275789719,-0.000670803884573995,-0.0016960460788374102,0.17482708583690237,-0.0020314480211243956,0.17516288545148917,0.00033540194228698535,[0 1 2 3 4 5],[ 54 114  29   1   1   1],[0 1 2 3 4 5],[ 54 116  25   3   1   1]
